Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
33220,B000SATIZA,A1PM2X8MXF0FHG,stella,0,0,4,1345248000,great tea,really like this! i put this in my cold water and it's great....makes me wanna drink more water.  taste is a bit tart so i don't put too many petals but it's wonderful.,2
33208,B000SATIZA,A2M79TJR3X5YO6,katshan,1,1,5,1267833600,Davidson's Hibiscus Tea - delightful,I can highly recommend this Hibiscus tea from Davidson's - it's wonderful.  It's a very large quantity too.  An excellent buy.,2
33151,B000SATIZA,AIP28SJISI3BS,G. Shepherd,13,13,5,1257206400,better than most,"a great tea, much better than the whole flower hibiscus you find in mexico or spanish markets, because it's ground finer so you need to use less. one bag will last a long, long time, the tea is delicious, and new studies say hibiscus lowers blood pressure. we drink it constantly (add a cinnamon stick, a little sugar, and you're good to go)",2
33215,B000SATIZA,A20N4OOV7LR83X,acb consumer,0,0,5,1347926400,Meets your expectations,This is a really nice batch of hibiscus tea.<br />The flowers are not broken or crushed(any more than necessary that is).<br />I would def buy from this seller again!,2
33127,B000SATIZA,A3SKI34U37A7I1,"T. A. Al-Nasser ""TA""",0,0,5,1292457600,Perfect,I have ordered this yesterday and it arrived today. It was delivered in a nice bag sealed so you can continue using it as a container. the flowers smell fresh and look perfect they are not crushed rather in good shape. They taste perfect .. looking forward for future orders,2
33130,B000SATIZA,A2QM0D3PC7VNEA,Erin,0,0,5,1291680000,Great deal,"I think this is a very good deal for the price. You receive a really large bag of leaves, and they seem to be very good quality. I bought this product for its benefits in lowering high blood pressure, and my last test was normal. Not sure if it was the tea or a combination of natural remedies, but it can't have hurt. The tea itself is a little bitter if you're just drinking it by itself, so I use a sweetener and it ends up tasting quite good.",2
33187,B000SATIZA,A19F2XNP3FOX5Y,Happy,1,1,5,1331683200,Excellent Product,This is a wonderful product. I have been drinking it since the day I got it. It does help low my blood pressure. Excellent! Just excelent.,2
33137,B000SATIZA,A3UGB3FGBDBRTX,Bob S.,0,0,5,1282867200,Great Taste and Deep Red Color,"Just a couple petals per cup makes a deep red brew.  I've never used ""full-bodied"" to describe a cup of tea before, but I think that's how I'd describe the tea that results from these hibiscus flowers.  The flavor really pops out at you and tastes almost as if it's been sweetened.  It's a very pleasant drink.  Consider the known health benefits of hibiscus tea, the fact that this is organic (which greatly improves the nutritional value), and the unbelievably low price of like $12 for a pound (a pound of this will probably last me 4 months), and you have yourself a winner.  Celestial Seasonings primarily uses hibiscus in their teas, but they charge like $3 per box of 20 tea bags, so this clearly comes out on top in my book.",2
33231,B000SATIZA,A1PB2DGQV4PEGX,Maxwell,0,0,5,1328227200,Simply Superb,Would  buy this again and again were I to run out<br />1 lb is a lot of Hibiscus but this is great quality<br />Perfect for making herbal tea blends<br />Works great for adding some zest to cocktails as well<br />Hibiscus infusions go well in so many things,2
33206,B000SATIZA,A22APGMHINBQ25,Pat Veretto,1,1,5,1273795200,"Prompt delivery, excellent quality","How much is 16 ounces? More than I thought! This is a wonderfully full paper bag of hibiscus petals that have not been crushed, so the goodness of hibiscus is there for you when you crush them to make tea. That makes great quality tea. I am pleased as can be with this product.",2
33198,B000SATIZA,A196MI4L36C6XE,Candy,1,1,5,1322524800,Wonderful!,"I just received my first bag of this tea and all I can say is WOW!  This has a most delicious and comforting taste.  I brewed about 8 leaves in a teapot of boiling water - steeped for about 6 minutes, poured it into a mug and tasted.  I was reluctant at first, but I've had the Celestial Seasonings Zinger teas, so I was somewhat familiar with hibiscus.  Well, this is so much better.  I am so happy with this organic hibiscus tea.  And, you don't even need a tea strainer.  The flowers are whole, so you just steep and pour.  I used a teapot that my aunt had given to me and it worked beautifully. The flowers just stay at the bottom of the pot. I ordered this just 3 days ago from Amazon and it arrived just over an hour ago - perfect condition and ready for me to brew my first - not to be my last - cup of hibiscus tea!  Great product.",2
33145,B000SATIZA,A2H4LV310MF6Z1,HerbLuvs,1,4,5,1333756800,Hair growth and Great Taste!,"I am trying this tea to see if it speeds up my hair growth as most people have said it would.  It tastes great! I take some cheesecloth, put about 2 tablespoons in, tie it with string and let it seep in my tea for about 10 minutes for maximum potency. I will let you know how its working by the end of the month",2
33192,B000SATIZA,A13E4OMYGF6LP7,Wen Jen Rairdon,1,1,5,1324166400,Davidson's Tea Bulk,The shipping is fast.  And the quality of the tea is good.  The herb is clean and it doesn't take time to wash.  This is the best way to low down the high blood pressure.,2
33180,B000SATIZA,AIUOZ5HUAV5ZB,Eric Olson,2,2,5,1255737600,Delicious!,"Excellent quality, quick service.  I'm a very happy customer.  Everybody who has tried the hibiscus tea has been delighted.  A friend's 3 year old daughter calls it ""flower juice"" and likes it better than most fruit juices.<br /><br />My recipe: 2 oz of flowers, 3/4 c. sugar, 2 qts of water.  Simmer 30 minutes, strain, chill.  Serve over ice.  Delicious!",2
33124,B000SATIZA,A1UI5O148L3MBK,Syble Ferguson,0,0,5,1295136000,Wonderful Hibiscus Bulk Tea,This hibiscus tea comes in bulk in a reclosable packet. It is full flavored and can be enjoyed hot or cold.,2
33148,B000SATIZA,A2UGX6YTRYHTYD,Scout,25,26,5,1237939200,Refreshing and delicious,"A friend of mine had tried hibiscus tea and said it was a great ""fruity"" tea. I bought the Davidson's and was pleased with the product. It is a loose tea and can be steeped for 3-5 minutes. I used roughly a teaspoon per 8oz serving. I sweeten it with agave syrup or honey. It's great served over ice too!",2
33140,B000SATIZA,A3K1XQKO0NG17M,"Dalia Kairiukstiene ""Dalia""",1,2,5,1260144000,The Greatest Tea Ever!,"Tastes good. Smells good. Great color. No coffeine. Natural - no additives at all.<br />The best tea ever. The only tea I ever need.<br />At least, that's how I feel after I've been using the tea for a few weeks.<br />Love it! What else can I say?<br />Also, I like the packaging. It is pure and simple - no colors, no fancy designs, no long description(s) of how good the tea is. It simply is.<br />I like that the tea is in bulk. I can put as much (or as little) of it as I want  into my cup.<br />Thanks to Davidson for having such a good product on the market!",2
33185,B000SATIZA,A1JI92BJRNOKYN,Susie,1,1,5,1332979200,I love this tea!,Consistent product.  I have been buying for over a year.  I have also purchased it as a gift for family members who want the BP lowering properties.,2
33143,B000SATIZA,AGOQ8037EVC0E,PeculiarLady,5,10,3,1294876800,Not original hibiscus flower tea,"I love this tea, its everything everybody is saying about it. But from the first time I brewed this tea, my husband took one look and said to me that its not hibiscus but sorrel tea. I argued, whatever but I decided to look it up anyways  because the tea did look and taste like sorrel drink that we make in the Caribbean.  In the US its called red hibiscus or roselle or Florida cranberry. It does lower blood pressure and it is healthy. My point is that folks think they are drinking actual flower tea and it is misleading when  advertisers have these pretty hibiscus flowers on the cans etc (not this particular brand). This plant is comercially grown in the tropics and also in the US in Louisiana and Florida.",1
33235,B000SATIZA,A465AR6R5QD8O,Kitten Wizard,0,0,5,1315872000,Delicious,Great product.<br />Delicious sour tea - potent and wonderful quality dried Hibiscus flower.<br />~8 petals in a hot mug of water and some honey makes a great tea that's good for you - It lowers your blood pressure!<br /><br />I would do business with this vendor again.,2
33226,B000SATIZA,A1M9RNK6Z5D82D,mwood,0,0,4,1339113600,Great herbal tea. Perfect for Summer.,Lovely herbal infusion. Great qualitly which lends a great flavor. You also get a large amount for the price. I will for sure be ordering more.,2
33120,B000SATIZA,A23NYLU3X0W3N4,Stockinv,0,0,5,1307664000,Davidson's Hibiscus Tea,"I just received this tea and I'm trying to drink a couple of cups per day to see if it has any effect on my BP. So far so good.  To enhance the flavor of this rather sour tea, I've added some Teavana Orange Blossom Herbal Tea, or Peach Bloom Rooibos Tea.  These combinations make the hibuscus tea quite enjoyable to drink.  I'm sure there are many other teas that would complement the Davidson hibiscus.",2
33179,B000SATIZA,ABG20LNLSIXDI,"enotsremmah ""Cory""",2,2,3,1289433600,Thought I would give this tea a try,"I can't have caffeine, so I was anxious to try this hibiscus tea from Davidson's.  I read some of the other reviews before I made the purchase, and most of them were good, so I decided to try it.<br /><br />The other reviews mentioned that this tea was tart and fruity.  I found it very tart, but not overly fruity.  Perhaps this tea has lost some of its flavor since the bag didn't seem very air tight.<br /><br />Other reviews also mention a floral smell when brewing the tea, to me it smelled a little like compost, which was slightly off-putting.  The dry tea didn't have much of a smell either- it did smell barely of dried flowers.<br /><br />The color is nice- a deep and clear red, and the flavor is ok- but I found the sourness is more appealing to me as an iced tea drink.<br /><br />I also like to put skim milk in my tea, and I don't recommend doing that, since the acidity/sourness of the tea caused it to curdle.<br /><br />The printing on the bag seemed faded, and the other reviews mention difference in bags that the tea comes in.  This particular shipment was in the fold down bag, not the zip-lock bag, like some of their other teas.  This makes me think that they are either gradually changing over to the new bags, and I got an old bag of tea- or they are inconsistent with rotating their product.<br /><br />I look forward to trying a couple more hibiscus teas that are out there so I know more about the way that it is supposed to taste.",1
33184,B000SATIZA,AJC78TGJ0UJRE,Marilyn Altmire,1,1,5,1333238400,Pure Org Hibiscus Flowers,"I was 100% satisfied with my purchase of Davidson's Pure Org Hibiscus Flowers from Amazon. I had read that drinking hibiscus tea can help lower your blood pressure. This has worked well for me. The tea is good tasting and a very pretty red color. The quality of the dried hibiscus flowers was excellent.I will continue ordering this product. As has been my experience with Amazon, my order was shipped promptly.",2
61589,B001EO5R0Y,A3Q2XQ803BLXME,"C. Drennon ""the stitch""",2,2,5,1255219200,Great green tea for not too much.,"Stash's gunpowder green has been a staple tea in our house for almost a year now. We prefer it iced, but it is decent hot. It is much more affordable than most other green teas and the quality is right up there with other good gunpwder greens we have had. Like most green teas, steep at 180 degrees for 3 minutes to get the best results. We go through a 3 pack of this stuff every single month.",2
61626,B001EO5R0Y,A3UR5KVANJF2W3,"Yooper Gal ""bird watcher""",0,0,4,1326412800,E.G. tea,Nice light earl grey flavor. pleasant aroma. Use filtered water for cleanest refreshing flavor.I make it in a coffee maker that has never made coffee to keep the flavor pure. Decent cup of tea for the price.,2
61621,B001EO5R0Y,A2U4YO4IY98IB7,"M. Thomas ""M. Thomas""",0,0,5,1333065600,Good stuff,"Back to buy more.  Love this tea!  I have had a lot of different green tea, jasmine green tea is my favorite, and this is my favorite jasmine green tea of any that I've tried.  Great quality and flavor!  LOVVVVE IT!",2
61606,B001EO5R0Y,A2FRFAQCWZJT3Q,"B. Davis ""The Happy Hermit""",1,1,5,1216771200,Good stuff!!,"Two level measuring teaspoons makes at least 30 ounces of tea, good strong tea that is highly stimulating.  I don't even miss coffee now!  Using distilled water makes the best tea in my opinion.  I drink the first mug straight and the rest I put soy milk powder in.  GOOD STUFF.  Will continue to buy this tea.",2
61601,B001EO5R0Y,A1LVEPRENTHRSH,Amazon Customer B,1,1,5,1266969600,Sweet Jasmine,"I am a long-time green tea consumer.  I switched from coffee to green tea when I learned about the beneficial effects of green tea.  I like a fairly strong tea and usually grate fresh frozen ginger into my tea cup for extra flavor.  I steep a generous teaspoon of the loose leaves in 8 oz. of hot water (not quite boiling).  To my delight, the Jasmine green tea is always good with or without ginger.  I can use the leaves at least twice with good results.  The mild aroma of the tea is like jasmine blossoms and the taste has a sublte sweetness.  I drink at least 24 oz. of the tea each day.  So the fact that the tea is organic is a plus. The price is competitive.  I will buy this tea again",2
61599,B001EO5R0Y,A1O5NDRKV5N64P,Ryan Mitchell,1,1,5,1288569600,A lovely tea,"After having some incredible green tea with ginger at a restaurant, I began my search for something similar. I eventually decided on this tea, and I'm very happy with it. It's very smooth and has great flavor that's not dominated or overpowered by the ginger or lemongrass. I also agree with the previous reviewer that this works wonders for an upset stomach. The price is also very fair, given the high cost of quality loose leaf teas.",2
61649,B001EO5R0Y,A16KK3YHCWE29C,QF Jane,0,0,3,1190764800,Bitter aftertaste,"I love good teas -- and this is my second disappointment with Stash in the last few weeks.<br /><br />If you brew this as directed the tea leaves a decidedly bitter aftertaste.  I am trying out different lengths of steeping -- I did less than they recommend on the bag, and it didn't have much flavor.  I may try a little longer, or adding more tea leaves per cup.<br /><br />Otherwise, the price is very good, so for someone who is not picky it is a great deal!!!",1
61604,B001EO5R0Y,A1GYS4NZQDMUVO,A. Palmer,1,1,5,1242000000,Great morning tea,This is one of the better Irish Breakfast teas I have tried.  I will keep buying it as long as it is offered!  The packaging does a good job keeping the tea fresh.,2
61569,B001EO5R0Y,A3THJ7GQR0M37T,R. Higgins,0,3,4,1238025600,Convenience of Auto Delivery,"I find it very convenient to have some of my grocery products automatically delivered to my door.  However, when I did postpone an order because I didn't need it yet, it was a problem getting it delivered sooner when I did run out.",2
61559,B001EO5R0Y,A23MDA823G0MSQ,"Miggi ""miggi""",0,1,1,1218412800,Very poor tea,I bought 3 bags of this tea and found each to be just as bad as the last.  This tea has a very weak/poor flavour.  I tried to brew it very stong but it still ends up tasting bad.,0
61577,B001EO5R0Y,A250CQHA3GDXIE,"chris ""teh castle.""",4,4,5,1179100800,"good tea, good bargain","very good tea at a good bargain, you get three bags of tea that can each make about 45-50 cups of tea, so thats anywhere between 135-150 cups of tea.",2
61590,B001EO5R0Y,A1LZJZIHUPLDV4,"vegancompassion ""anattanupassana""",2,2,5,1224720000,Vegan Organic Kosher Choice,"Vegan. Organic. Kosher. Very smooth taste. Medium dark color. Great tea and brand. Economical. Assam can be a wonderful place to visit when calm. Off the well-beaten and ordinary tourist path. Beautiful people. Possible to take the train (or a flight) from Kolkata [Calcutta.] Large parts of Assam are blanketed with beautiful tea gardens. Stayed at a tea garden in Assam on one of my visits there. Loose leaf tea is very economical even for premium brands compared to tea bags. Bulk loose tea is also typically better than the powdered teas used for tea bags. Stash is a leading organic tea brand. Also really like <a href=""http://www.amazon.com/gp/product/B001E5E268"">Stash Premium Organic Jasmine Green Tea, Loose Leaf, 3.5-Ounce Pouches (Pack of 3)</a>. Check out that review if you are interested in some brewing tips. This review is out there for those for whom this makes a difference. See all of my reviews for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" in Listmania. Your ""helpful"" votes count and will be greatly appreciated to benefit the search of others. Thank you.",2
61656,B001EO5R0Y,AKJ95RJVUPGRW,Joyce Basch,0,1,1,1330128000,Terrible,"This was the worst loose tea I have ever had.  I love Stash teabags, English breakfast, but this is bitter and not smooth.save your money",0
61644,B001EO5R0Y,A1S4QSDPBDKGMA,C. Patton,0,0,5,1257552000,"A great tea, plain and simple!!!",I drink this tea as a part of my everyday ritual.  Those of you who drink tea understand.  I particularly love this jasmine tea.  It has a light flavor with a nice smell.  It is also a great perk that I can order it in a three pack as I use this tea both at work and at home.  I hope you enjoy this product as much as I do.,2
61635,B001EO5R0Y,ARDSUEAU593W4,"Alex ""AG""",0,0,1,1296345600,Too much sediment,I do love Stash Honeybush but the tea bag version.  I thought I'll give the lose tea a try.  The tea leaves are cut TOO SMALL!  The sediment is everywhere.  I have to strain it 3 times.  I'm definitely not getting this again.,0
61563,B001EO5R0Y,A16KK3YHCWE29C,QF Jane,1,3,3,1190678400,Not what I expected,"The price + being organic is what drew me in to try the Stash brand... but the taste is nowhere near the Jasmine tea that I can get at my local teashop.<br /><br />I have tried several different ways of brewing, and the sweet jasmine aroma & taste is barely discernible.<br /><br />It is drinkable though, and like I said, the price was very good.  I hope to try the Numi brand next -- I have heard rave reviews about their Jasmine Pearl teas!",1
61638,B001EO5R0Y,A3S994HDBZ6CAP,donna in memphis,0,0,5,1275177600,I always come back to this tea,"I have become quite the tea drinker, a bit of a tea snob actually.  I have tried them all. I no longer drink tea bag tea, only full leaf loose tea.  This English Breakfast tea by Stash, (full leaf loose) is by far my favorite and one I always come back to.  It has a nice body and aroma, yet never muddy.  Never bitter either.  I always add milk, never sugar, because to me, this tea has a natural sweetness to it.  It is clean & smooth, yet rich.<br />It has a perfect balance for my taste.  I cannot understand why some people only give this tea one star, maybe they just received a bad batch.  I will say that I have noticed slight differences from different batches I have received throughout the years.  I have been drinking this tea for 6 years now, and I love it.",2
61592,B001EO5R0Y,A3DWLW7WWFKE6D,"Judith ""judy""",2,2,4,1212451200,good but pricey,"A friend requested loose Jasmine tea for her birthday and there weren't many options. Being in a hurry, I bought it, keeping one of the 3 packs for myself. I think the price is rather high, but the package zip locks, and the favor is nice. Strong enough to know it's jasmine, but not annoying.",2
61571,B001EO5R0Y,A7VNP2A3H72JD,"Glenda Steffee ""GH Steffee""",0,6,5,1188604800,Daughter's first choice,"My adult daughter is ""into"" saving the planet, tigers, water resources, trees, etc. She chose this chai tea after discovering an old tea infuser in the kitchen drawer thinking it would be grand to make tea ""the old fashioned way"".  She realized with the first brewed cup that loose tea has a much fresher, intense flavor than teas in a bag. I doubt that she will go back to using tea bags again and will probably research and request more Stash tea products in the future.",2
61585,B001EO5R0Y,A1NA2IGTRDXPAM,"Earl McKenney ""Earl""",3,3,5,1168387200,Tea,tangy ginger flavor - very pleasing to the senses; only takes a small amount to make a delicious cup of hot tea or iced tea in a pitcher for the refrigerator,2
61659,B001EO5R0Y,A1KYY5W9P0FFRG,Caroline,0,1,3,1289001600,Little too strong for me,"It's okay, but I wouldn't buy it again.  My absolute favorite green tea is made by specialteas.com.  It's a decaf apricot green tea.  I always end up going back to that after trying other teas.  I've even gotten used to drinking it plain without any sweeteners.  A cup sounds pretty good right now!",1
61612,B001EO5R0Y,A3IKZU52IAXVI9,C. H. Walker,1,1,5,1190160000,Tasty and Good for You!,This is the perfect morning perk me up.  The tea brews nicely and has just a hint of jasmine flavors (not overpowering at all).,2
61581,B001EO5R0Y,AAVXLDJPBOJBW,Simon,6,7,4,1168992000,About right...,"My experience so far with black organic teas is that they tend to be lighter in flavor that their non-organic counterparts although I can think of no good reason for this. Stash's Organic Ceylon is no exception - it has a good, but subtle flavor.<br /><br />The quality is good: the leaves are small tips and there is very little tea ""dust"" or stems in the bag.<br /><br />I have blended this 1:1 with Stash's Organic Assam for an easy drinking English-style tea.",2
61627,B001EO5R0Y,A2MQ6I7OOCTHZD,E. Foote,0,0,5,1323820800,Excellent tea,"This tea is absolutely delicious, my husband and I love it. It's very smooth and subtly sweet, and especially good mixed with a little green rooibos and a bit of white tea for a touch of caffeine. I haven't noticed any sediment in my cup at all from it yet. I have no complaints, I'm turning into a regular drinker and am signed up for Subscribe & Save. Highly recommended.",2
61603,B001EO5R0Y,AT0IKAJJBC86V,"kis ""simplicity""",1,1,5,1261526400,Great Coffee Substitute,"Coffee was killing my stomach so I went in search of a healthy organic alternative to my morning ritual and discovered this little treasure.  The jasmine is strong and the green tea is superb.  And, with less caffeine in my life, I am a much nicer person (chuckle).",2
61657,B001EO5R0Y,A1N32358AY0TZZ,S. Aghassy,0,1,4,1313107200,"Solid, Strong Green Tea",This is a pretty good all around tea.  You can make this pretty strong very easily.  Nothing too special about.  I will probably go on to try other teas.,2
61574,B001EO5R0Y,A3930X480VRR8D,murray lee,7,7,5,1181606400,great strong tea,Use 1/2 as much tea as you normally brew and still have a stronger more full bodied tea.,2
61632,B001EO5R0Y,ALC2730501FVO,GAYLE ISHII,0,0,5,1307577600,lodi gayle,I LOVE THIS TEA.  I WISH STASH STILL HAD THIS IN TEA BAGS.  I WAS ABLE TO TUCK THEM INTO GIFTS TO FRIENDS.  NOW I HAVE TO MAKE MY OWN BAGS TO GIVE AWAY.  THE TEA IS GREAT.,2
61598,B001EO5R0Y,AZ2NEHE8TNRUW,prb in California,1,1,2,1295568000,weak Earl Grey,"This tea is a disappointment because its flavours are weak.  It takes about double the amount suggested to brew a proper pot.  The packaging is green, but that does not make up for the weak tea inside.  If you do not like a strong, traditional bergamot flavour, then try this one.  You might like it, but I did not.",0
61568,B001EO5R0Y,A2KQGGZJTJ1CGE,D. Logan,1,4,5,1189382400,Good for Indoor Smoking,"Great for making ""smoked"" ribs in your oven!  (But I don't think I'd ever drink the stuff)",2
61643,B001EO5R0Y,A1LC4QKZFH5PWM,M. MATYASTIK,0,0,4,1269129600,Follow the directions,"This is a quality tea that requires you to follow the directions.  My first attempt was by using my old method that works well with a different brand of tea.  In my opinion, when I did the job my old way the result was powerful (too strong).  After two more failed attempts I finally decided to read and follow the brief directions on the package. What have been enjoying for a few years is a strong tea with milk.  Now I have discovered a tea that can be enjoyed straight.",2
61570,B001EO5R0Y,A1CVPBZYFSVIAQ,"t rad ""t rad""",1,6,1,1173571200,Tastes like a Campfire!!!,"The product description says, ""assertive, dark, smoky fragrance and flavor"" and they ain't kiddin'!!!  It barely tastes like tea at all... more like they took a cloth, let it hang in campfire smoke for a week, soaked it in hot water and wrung it out into my mug.  Seriously!<br /><br />I've tried taking half of a pinch of this and adding to other tea leaves when I brew a pot. That turns out pretty good.  But straight? You'd better like wood smoke!",0
61660,B001EO5R0Y,A9RZL4DEXSXGS,Joan Ellen Brode,0,1,4,1284336000,Stash Irish Breakfast,This is a great loose leaf tea.  A very fresh taste for the first cup of the morning.,2
61614,B001EO5R0Y,A1LZJZIHUPLDV4,"vegancompassion ""anattanupassana""",2,3,5,1224720000,Vegan Organic Kosher Choice,"Vegan. Organic. Kosher. Nice beautiful loose leaf jasmine tea. Great for brewing a cup at a time with an infuser or for larger amounts with my TeaDrop. Loose leaf tea is very economical even for premium brands compared to tea bags. Bulk loose tea is also typically better than the powdered teas used for tea bags. Stash is a leading organic tea brand. You can also make any amount using a method common in India by adding the tea leaves into roiling boil water in a pot on the stove for a 3-7 minutes (to taste) and then using a strainer to remove the tea leaves. Longer boiling makes darker tea, but any tea can also become more bitter if boiled longer or too long this way. It is also not advisable to leave the tea leaves in the tea after boiling for the same reason. Use a timer and boil a test batch. Dip a ladle and pour through a strainer into tasting cups at one minute intervals. Set them aside and taste test after finished. Choose your preferred time and strength for future use. This review is out there for those for whom this makes a difference. See all of my reviews for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" in Listmania. Your ""helpful"" votes count and will be greatly appreciated to benefit the search of others. Thank you.",2
61587,B001EO5R0Y,A971V3U77BXE5,"J. Hirschman ""in California""",2,2,1,1268524800,"Looks good, tastes bad","I was looking forward to this product, as my wife and I both like Earl Grey tea, and decaf lets us drink it at night.  We drink a variety of tea, so we don't go through individual tea very quickly, so I was looking forward to the resealable packets.<br /><br />Unfortunately, this tea just doesn't taste good initially and has a particularly unpleasant aftertaste.  I definitely would not recommend buying this tea.",0
61623,B001EO5R0Y,AF3ARXQTCC4B4,Ben,0,0,2,1331337600,Pretty bad,"pros:<br />+ resistant to overbrewing (getting bitter) when left to steep for long periods of time<br /><br />cons:<br />- very little smell or taste<br />- cannot re-brew, even once; a good green tea can be re-brewed twice for a total of three brews<br />- about twice as expensive as my previous green tea, which is far superior in every way except for the overbrewing issue noted above<br /><br />i'm going back to my previous tea:<br /><br />http://www.amazon.com/Yamamotoyama-Loose-Sencha-Green-7-Ounce/dp/B003XUL1MK/ref=sr_1_5?ie=UTF8&qid=1331447807&sr=8-5",0
61564,B001EO5R0Y,A2WEQ52C7ZOGQY,"Ping Fin ""tea expert""",2,5,2,1175385600,Not really an Earl Grey tea,"This tea is spiced with other spices than bergamont and while the tea seems of good quality its taste it unlike an Earl Grey.  It tastes almost sweet and more like an herbal than a black tea.  If you are looking for an Earl Grey, this certainly is not it.",0
61637,B001EO5R0Y,A244ZOEIN2H8A7,David Calder,0,0,4,1287360000,Very tasty,I liked this a lot and will keep this in my tea stock.  The Bergamot is strong and compliments the full bodied earl grey tea well.,2
61624,B001EO5R0Y,A1V1I97UQ82WK4,gagunter,0,0,5,1328918400,Great Decaffeinated Chai,"My wife drinks 4-5 cups of hot decaf chai every week.  We found the decaf version of any brand was hard to find in local stores, so I went to my trusty Amazon and found this product.  It tastes good, she can drink at night with no sleep problems and we've ordered it regularly from Amazon over the past year and a half.",2
61594,B001EO5R0Y,A3OYRU2VONLAQT,"PAC ""islandhousebooklover""",2,2,5,1194912000,"great tea, great price, great service","Being British in America and finding a good ""cuppa"" is almost impossible. but I think with the stash breakfast tea I can happily live here forever.",2
61575,B001EO5R0Y,A2OOGNEEW60IQ,M. Bolin,5,5,3,1169510400,Good value but.....,"This tea has a very grassy, vegetal taste and smell, which can be good or bad depending on your preference.",1
61650,B001EO5R0Y,A1M5D0DG09UGVM,Bonne Maman,0,0,4,1185494400,Big leaves,I haven't had any problems with this tea so I am a notch above indifferent.  I don't regret buying it.,2
61593,B001EO5R0Y,A35OD1RKGX6RJK,foamweapons,2,2,4,1195430400,Great Green Tea,"I've tried many green teas in the same price range, but I always come back to Stash Organic Green.<br /><br />This green tea tastes how I think green tea should taste.  It's light, vegetal and very smooth.  To get the full flavor you need to use more leaves than most other green teas, and make sure the water temperature doesn't go over 180 degrees.  I often mix this tea with cascade mint, jasmine green or other Stash loose leaf herbal teas because although it's very good by itself, plain green tea can get boring day-after-day.  Contrary to the other reviewer, I don't like the Stash Organic Pinhead Gunpowder, and recommend this tea instead.",2
61566,B001EO5R0Y,A3C39I4ZCC5212,Anthony Quang Pham,0,2,3,1310169600,Very strong...,"This is my first bag of chai tea and I have to say, it's extremely strong if you try to drink this straight. I can barely taste the tea itself, just a bit of bitter, and an extremely strong spice taste.<br /><br />It gets better if you water it down a lot, or take it with a lot of milk (basically a chai tea latte), which I suppose is how it's supposed to be drunk. But you start losing the base tea and only get the other spices.",1
61602,B001EO5R0Y,A3GMNAZ67M6D6D,Rebekah,1,1,5,1262908800,Good all around tea,"This tea is my go to tea for everyday!  It is nearly indestructible!  I've forgotten about it and it has steeped for 15 minutes and still tastes great!  I can brew it, put it in my travel mug, go to the gym and an hour and a half later it still tastes great!  Can't beat the value either at about $5 a bag.  If I recall correctly it is about $7 at the Stash store in Oregon.  This is the tea that got me drinking green tea!",2
61631,B001EO5R0Y,A2SF1TJBQZR3JW,Rahul Ashok,0,0,5,1310256000,Excellent English Breakfast Tea,"I have been searching for the 'right' balanced English Breakfast Tea for a few years now. Other than actual English Teas from London, England, it was very difficult to find a rich and aromatic English Breakfast.<br /><br />After trying out at least 20 different varieties, including some very expensive brands, I've found this to be the perfect cuppa in the morning. Personally, loose leaf seems to taste a lot better to me, and I've not tried the tea-bag variety on this one.<br /><br />Hope others enjoy this tea as much as I have.",2
61586,B001EO5R0Y,A3MUSWDCTZINQZ,"Ulalume Jones ""Creative Gal""",2,2,5,1283990400,My favorite Stash tea!,"I love this tea.  It is like the coffee of teas!  Strong brew, it has a malty taste I love. I've tried other Irish Breakfast teas and keep coming back to this one, other brands seem weak in comparison.",2
61578,B001EO5R0Y,A1B54NV7RNRBO4,Lori,4,4,5,1199577600,My favorite!,"I've started each morning off with this particular tea for the last 5 or 6 years. I love this tea. I went from a coffee drinker to a green tea drinker because of this tea. It has nice a strong flavor that I simply adore. (I make it much stronger then suggested, I love bitter tastes! Then I just add hot water to the leaves for the second cup, and it is as good as the first!) I have been purchasing this from Stash directly for years, but it is a better deal on Amazon.",2
61642,B001EO5R0Y,AZ4T61QUJHA9E,"Patrick K. Miller ""Keeper of Nothing""",0,0,4,1272326400,Good tea.,"This is good loose leaf tea and the packaging makes this tea a very good purchase. There are three packages so while using one the other two stay fresh, the package has a zip lock thing to help preserve freshness and the bottome is fasioned so that it can stand up like in the picture. The tea itself is very good, but you must remember that this is Jasmine green tea... All in all I am happy with the purchase.",2
61584,B001EO5R0Y,A2R4BNNO98V4A2,J. Prall,3,3,2,1198022400,This is not premium quality tea,"I agree with the other reviewers.  Stash has some great teas, but this is not one of them.  I consider myself to be fairly well-educated when it comes to tea, and I have never seen tea milled in this manner before.  There are large bits and chunks of leaves and stems.  The flavor of the tea is very grassy, and the tea looks like it is relatively raw.  I guess you get what you pay for.  I'd avoid this tea and get the organic pinhead green.  Better yet, visit Stash's website for teas that come from established tea estates.  I recommend the Ambootia tea estate's Darjeeling Green.",0
531966,B005K4Q34S,A1EDC37DH5MOXR,"Marjorie Hoffman ""kewlart""",1,2,4,1349222400,Nice treat,"The cappuchino is very sweet. I would recommend running a regular coffee through and make it a mocha. I would not recommend more than 8 cups, because that just makes it very weak.",2
